Dave Eggers,"[u'Category:1970 births', u'Category:21st-century American novelists', u'Category:21st-century American short story writers', u'Category:All articles with unsourced statements', u'Category:American book editors', u'Category:American book publishers (people)', u'Category:American humorists', u'Category:American magazine editors', u'Category:American magazine publishers (people)', u'Category:American male novelists']"
Chuck Palahniuk,"[u'Category:1962 births', u'Category:20th-century American novelists', u'Category:21st-century American novelists', u'Category:All articles containing potentially dated statements', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American horror writers', u'Category:American male journalists', u'Category:American male novelists', u'Category:American people of French descent']"
David Ignatius,"[u'Category:1950 births', u'Category:All articles with unsourced statements', u""Category:Alumni of King's College, Cambridge"", u'Category:American columnists', u'Category:American foreign policy writers', u'Category:American male journalists', u'Category:American male novelists', u'Category:American people of Armenian descent', u'Category:American people of English descent', u'Category:American people of German descent']"
Rowan Joffe,"[u'Category:1973 births', u'Category:All stub articles', u'Category:Alumni of the University of Oxford', u'Category:Articles with hCards', u'Category:British male screenwriters', u'Category:British television directors', u'Category:British television writers', u'Category:British writer stubs', u'Category:Date of birth missing (living people)', u'Category:Director stubs']"
Ed Gombert,
Troy Kennedy-Martin,"[u'Category:1932 births', u'Category:2009 deaths', u'Category:Alumni of Trinity College, Dublin', u'Category:Articles with hCards', u'Category:Deaths from cancer in England', u'Category:Deaths from liver cancer', u'Category:English screenwriters', u'Category:English television writers', u'Category:EngvarB from August 2014', u'Category:Pages using ISBN magic links']"
Dick Beebe,
David Levithan,"[u'Category:1972 births', u'Category:21st-century American novelists', u'Category:American book editors', u'Category:American fantasy writers', u'Category:American male novelists', u'Category:American young adult novelists', u'Category:Gay writers', u'Category:Green brothers', u'Category:LGBT novelists', u'Category:LGBT people from New Jersey']"
Arthur Golden,"[u'Category:1956 births', u'Category:20th-century American novelists', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:All stub articles', u'Category:American male novelists', u'Category:American novelist, 1950s birth stubs', u'Category:American people of German-Jewish descent', u'Category:Articles with unsourced statements from September 2015', u'Category:BLP articles lacking sources from September 2009']"
James Jeremias,
Leon Capetanos,
William Hoffer,
 Laura Wade,"[u'Category:1977 births', u'Category:20th-century British dramatists and playwrights', u'Category:20th-century women writers', u'Category:21st-century British dramatists and playwrights', u'Category:21st-century women writers', u'Category:Alumni of the University of Bristol', u'Category:English women dramatists and playwrights', u'Category:Living people', u'Category:People from Bedford', u'Category:Wikipedia articles with LCCN identifiers']"
Michael Kane,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Jonathan Hirschbein,
Carole Holliday,
Jonas McCord,
 Patrick Melton,"[u'Category:1975 births', u'Category:21st-century American dramatists and playwrights', u'Category:Articles with hCards', u'Category:Living people', u'Category:Loyola Marymount University alumni', u'Category:No local image but image on Wikidata', u'Category:People from Champaign, Illinois', u'Category:University of Iowa alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Seth Lochhead,"[u'Category:1981 births', u'Category:Canadian screenwriters', u'Category:Living people', u'Category:People from Nanaimo', u'Category:Vancouver Film School alumni', u'Category:Writers from Vancouver']"
 John Beaird,"[u'Category:1953 births', u'Category:1993 deaths', u'Category:American male screenwriters', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
John Erick Dowdle,"[u'Category:1973 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from September 2010', u'Category:Living people', u'Category:Use mdy dates from October 2013', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Jonah Hill,"[u'Category:1983 births', u'Category:21st-century American male actors', u'Category:American film producers', u'Category:American male comedians', u'Category:American male film actors', u'Category:American male television actors', u'Category:American male voice actors', u'Category:American people of Jewish descent', u'Category:Articles with hCards', u'Category:Comedians from California']"
Jennifer Weiner,"[u'Category:1970 births', u'Category:21st-century American novelists', u'Category:21st-century women writers', u'Category:American chick lit writers', u'Category:American feminist writers', u'Category:American women novelists', u'Category:Jewish American novelists', u'Category:Jewish women writers', u'Category:Living people', u'Category:Princeton University alumni, 1990\u201399']"
Donald Ogden Stewart,"[u'Category:1894 births', u'Category:1980 deaths', u'Category:20th-century American dramatists and playwrights', u'Category:20th-century American short story writers', u'Category:All articles with unsourced statements', u'Category:American male dramatists and playwrights', u'Category:American male screenwriters', u'Category:American male short story writers', u'Category:American tax resisters', u'Category:Articles with IBDb links']"
Kevin Smith,"[u'Category:1970 births', u'Category:20th-century American male actors', u'Category:20th-century American writers', u'Category:21st-century American male actors', u'Category:21st-century American writers', u'Category:All NPOV disputes', u'Category:All articles with failed verification', u'Category:American Roman Catholics', u'Category:American bloggers', u'Category:American comics writers']"
George Nolfi,"[u'Category:All BLP articles lacking sources', u'Category:All stub articles', u'Category:Alumni of the University of Oxford', u'Category:American film biography stubs', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from August 2011', u'Category:Living people', u'Category:Princeton University alumni, 1980\u201389', u'Category:University of California, Los Angeles alumni']"
 Stiles White,"[u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Living people']"
Steve Faber,"[u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:All stub articles', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Articles lacking reliable references from May 2008', u'Category:Articles sourced only by IMDb from May 2008', u'Category:BLP articles lacking sources from May 2008', u'Category:Living people', u'Category:Vague or ambiguous time from August 2010']"
Abby Kohn,
Matthew Stone,"[u'Category:1982 births', u'Category:All stub articles', u'Category:British artist stubs', u'Category:Contemporary artists', u'Category:English artists', u'Category:Living people', u'Category:Wikipedia articles with VIAF identifiers']"
Franco Solinas,"[u'Category:1927 births', u'Category:1982 deaths', u'Category:Articles with hCards', u'Category:CS1 Italian-language sources (it)', u'Category:Italian male writers', u'Category:Italian screenwriters', u'Category:Male screenwriters', u'Category:People from Cagliari', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Francis Glebas,"[u'Category:1952 births', u'Category:All articles with dead external links', u'Category:All stub articles', u'Category:American animator stubs', u'Category:American animators', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American male writers', u'Category:American storyboard artists']"
Jim Sharman,"[u'Category:1945 births', u'Category:All articles with unsourced statements', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from November 2014', u'Category:Australian film directors', u'Category:Australian theatre directors', u'Category:EngvarB from August 2014', u'Category:Helpmann Award winners', u'Category:Living people', u'Category:Use dmy dates from August 2014']"
Jerry Seinfeld,"[u'Category:1954 births', u'Category:20th-century American male actors', u'Category:20th-century American writers', u'Category:20th-century Mizrahi Jews', u'Category:21st-century American male actors', u'Category:21st-century American writers', u'Category:21st-century Mizrahi Jews', u'Category:All BLP articles lacking sources', u'Category:American Jewish comedians', u'Category:American Jews']"
Ken Shapiro,"[u'Category:All articles with topics of unclear notability', u'Category:All stub articles', u'Category:American male child actors', u'Category:American television actor stubs', u'Category:American television directors', u'Category:American television producers', u'Category:American television writers', u'Category:Articles with topics of unclear notability from November 2014', u'Category:Jewish American writers', u'Category:Living people']"
 Jeffrey Caine,"[u'Category:1944 births', u'Category:All stub articles', u'Category:British male actors', u'Category:British male screenwriters', u'Category:British people stubs', u'Category:Living people']"
Chad Hayes,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages', u'Category:Monitored short pages']"
Jesse Alexander,"[u'Category:American television producers', u'Category:American television writers', u'Category:Living people', u'Category:Male television writers', u'Category:Use mdy dates from November 2015', u'Category:Wikipedia articles with VIAF identifiers']"
Sherwood King,
Jerry Eeten,
Caleb Carr,"[u'Category:1955 births', u'Category:20th-century American historians', u'Category:20th-century American novelists', u'Category:21st-century American historians', u'Category:21st-century American novelists', u'Category:All articles with unsourced statements', u'Category:American male novelists', u'Category:American military writers', u'Category:Anthony Award winners', u'Category:Articles with unsourced statements from December 2016']"
Robert Venditti,"[u'Category:American comics writers', u'Category:Comics creator pop', u'Category:Comics infobox image less alt text', u'Category:Comics nation sweep', u'Category:Commons category with page title same as on Wikidata', u'Category:Living people', u'Category:Pages using ISBN magic links', u'Category:People from Pembroke Pines, Florida', u'Category:Redundant infobox title param', u'Category:Track variant DoB']"
Thomas Keneally,"[u'Category:1935 births', u'Category:20th-century Australian novelists', u'Category:21st-century Australian novelists', u'Category:All Wikipedia articles written in Australian English', u'Category:Articles with hAudio microformats', u'Category:Australian Living Treasures', u'Category:Australian Roman Catholics', u'Category:Australian memoirists', u'Category:Australian people of Irish descent', u'Category:Australian republicans']"
Nancy Cassaro,
Andrew Stanton,"[u'Category:1965 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:All articles to be expanded', u'Category:American Christians', u'Category:American animators', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male screenwriters']"
Howard Breslin,"[u'Category:1912 births', u'Category:1964 deaths', u'Category:20th-century American novelists', u'Category:American male novelists', u'Category:CS1 errors: chapter ignored', u'Category:CS1 maint: Uses editors parameter', u'Category:Manhattan College alumni', u'Category:Use dmy dates from October 2011', u'Category:Writers from New York City']"
Todd Kurosawa,
Fran Walsh,"[u'Category:1959 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from January 2015', u'Category:Articles with unsourced statements from March 2014', u'Category:BAFTA winners (people)', u'Category:BLP articles lacking sources from January 2015', u'Category:Best Adapted Screenplay Academy Award winners', u'Category:Best Original Song Academy Award-winning songwriters']"
 D. Loriston Scott,
Travis Milloy,
Michael Gordon,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Stephen Rebello,"[u'Category:American male journalists', u'Category:American non-fiction writers', u'Category:American people of Portuguese descent', u'Category:Articles with hCards', u'Category:Living people', u'Category:People from Fall River, Massachusetts', u'Category:People from Somerset, Massachusetts', u'Category:University of Massachusetts Dartmouth alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers']"
Kevin Rock,
Gus Van Sant,"[u'Category:1952 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American people of Dutch descent', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from October 2011', u'Category:Articles with unsourced statements from September 2015', u'Category:Artists from Oregon', u'Category:Catlin Gabel School alumni', u'Category:Censorship in the arts']"
Raymond Chandler,"[u'Category:1888 births', u'Category:1959 deaths', u'Category:20th-century American novelists', u'Category:20th-century English novelists', u'Category:All articles needing additional references', u'Category:American crime fiction writers', u'Category:American detective writers', u'Category:American emigrants to England', u'Category:American male novelists', u'Category:American male screenwriters']"
Ann Biderman,"[u'Category:1951 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:All stub articles', u'Category:American screenwriter stubs', u'Category:American screenwriters', u'Category:American television writers', u'Category:American women screenwriters', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from June 2016']"
 Nick Frost,"[u'Category:1972 births', u'Category:20th-century English male actors', u'Category:21st-century English male actors', u'Category:All BLP articles lacking sources', u'Category:Articles with hCards', u'Category:BBC programme ID not in Wikidata', u'Category:BLP articles lacking sources from August 2010', u'Category:Barking Rugby Football Club players', u'Category:English atheists', u'Category:English male comedians']"
Melvin Frank,"[u'Category:1913 births', u'Category:1988 deaths', u'Category:American Jews', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Infobox person using ethnicity', u'Category:Pages using infobox person with unknown parameters', u'Category:University of Chicago alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Shane Morris,"[u'Category:1994 births', u'Category:American football quarterbacks', u'Category:Commons category with page title same as on Wikidata', u'Category:Good articles', u'Category:Living people', u'Category:Michigan Wolverines football players', u'Category:Players of American football from Michigan', u'Category:Under Armour All-American football players']"
Matthew Sullivan,"[u'Category:1868 births', u'Category:1948 deaths', u'Category:American architects', u'Category:Architects from Boston', u'Category:Architects of Roman Catholic churches', u'Category:Architecture firms based in Massachusetts', u'Category:Articles with hCards', u'Category:Wikipedia articles with ULAN identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
 Damian Shannon,"[u'Category:Living people', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with LCCN identifiers', u'Category:Wikipedia articles with VIAF identifiers', u'Category:Year of birth missing (living people)']"
Vince McKewin,
E. Max Frye,"[u'Category:1956 births', u'Category:All stub articles', u'Category:American film director stubs', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Edgar Award winners', u'Category:Film directors from Oregon', u'Category:Lewis & Clark College alumni']"
Bruce Woodside,
John Turman,"[u'Category:All stub articles', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Living people', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers', u'Category:Year of birth missing (living people)']"
John Morris,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Joe Grant,"[u'Category:1908 births', u'Category:2005 deaths', u'Category:American Jews', u'Category:American animators', u'Category:American caricaturists', u'Category:Articles with hCards', u'Category:Artists from New York City', u'Category:Burials at Forest Lawn Memorial Park (Glendale)', u'Category:Disney people', u'Category:Wikipedia articles with BNF identifiers']"
 C. Robert Cargill,"[u'Category:1975 births', u'Category:American film critics', u'Category:American male screenwriters', u'Category:American male writers', u'Category:Articles with hCards', u'Category:Living people', u'Category:Pages using ISBN magic links', u'Category:Writers from Austin, Texas', u'Category:Writers from San Antonio']"
S. Leigh Savidge,"[u'Category:All stub articles', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:American screenwriters', u'Category:Articles with hCards', u'Category:Living people', u'Category:Wikipedia articles with VIAF identifiers', u'Category:Year of birth missing (living people)']"
 Gale Anne Hurd,"[u'Category:1955 births', u'Category:All articles with unsourced statements', u'Category:American film producers', u'Category:American people of Jewish descent', u'Category:American screenwriters', u'Category:American television producers', u'Category:American women screenwriters', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from October 2015', u'Category:Living people']"
 Glenn Ficarra,"[u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Commons category with local link same as on Wikidata', u'Category:Living people', u'Category:Place of birth missing (living people)', u'Category:Pratt Institute alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Thom Enriquez,
Danny Boyle,"[u'Category:1956 births', u'Category:Alumni of Bangor University', u'Category:Articles with hCards', u'Category:Best British Director Empire Award winners', u'Category:Best Directing Academy Award winners', u'Category:Best Director BAFTA Award winners', u'Category:Best Director Empire Award winners', u'Category:Best Director Golden Globe winners', u'Category:British republicans', u'Category:British social commentators']"
Douglas Cook,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages', u'Category:Monitored short pages']"
Sam Raimi,"[u'Category:1959 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male actors', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American people of Hungarian-Jewish descent', u'Category:American people of Russian-Jewish descent']"
Mike Myers,"[u'Category:1963 births', u'Category:20th-century Canadian male actors', u'Category:21st-century Canadian male actors', u'Category:All articles with unsourced statements', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from May 2014', u'Category:Articles with unsourced statements from October 2016', u'Category:Canadian expatriate male actors in the United States', u'Category:Canadian expatriates in the United Kingdom', u'Category:Canadian expatriates in the United States']"
Laurice Elehwany,
 Eilis Kirwan,"[u'Category:1972 births', u'Category:All stub articles', u'Category:Date of birth missing (living people)', u'Category:European film director stubs', u'Category:Irish artist stubs', u'Category:Irish film directors', u'Category:Irish screenwriters', u'Category:Irish women film directors', u'Category:Living people', u'Category:People from Dublin (city)']"
Quinn K. Redeker,"[u'Category:1936 births', u'Category:All articles lacking in-text citations', u'Category:American male screenwriters', u'Category:American male soap opera actors', u'Category:Articles lacking in-text citations from January 2011', u'Category:Articles with hCards', u'Category:Living people', u'Category:People from McHenry County, Illinois', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
April Blair,"[u'Category:All stub articles', u'Category:American screenwriter stubs', u'Category:American screenwriters', u'Category:American television producers', u'Category:American television writers', u'Category:American women screenwriters', u'Category:Articles with hCards', u'Category:Living people', u'Category:Place of birth missing (living people)', u'Category:Women television writers']"
Carlos Ezquerra,"[u'Category:1947 births', u'Category:All articles lacking in-text citations', u'Category:Articles lacking in-text citations from July 2010', u'Category:Comics creator BLP pop', u'Category:Comics creator pop', u'Category:Comics infobox image less alt text', u'Category:Judge Dredd', u'Category:Living people', u'Category:Pages using ISBN magic links', u'Category:People from Zaragoza']"
Steven Millhauser,"[u'Category:1943 births', u'Category:20th-century American novelists', u'Category:20th-century American short story writers', u'Category:21st-century American novelists', u'Category:21st-century American short story writers', u'Category:American male novelists', u'Category:American male short story writers', u'Category:Columbia University alumni', u'Category:Living people', u'Category:Pages using ISBN magic links']"
Karen Walton,"[u'Category:All BLP articles lacking sources', u'Category:All stub articles', u'Category:BLP articles lacking sources from September 2014', u'Category:Canadian screenwriters', u'Category:Canadian television writers', u'Category:Canadian women screenwriters', u'Category:Canadian writer stubs', u'Category:Living people', u'Category:Women television writers', u'Category:Year of birth missing (living people)']"
James Thurber,"[u'Category:1894 births', u'Category:1961 deaths', u'Category:20th-century American novelists', u'Category:20th-century American short story writers', u'Category:All articles with unsourced statements', u'Category:American cartoonists', u'Category:American humorists', u'Category:American male novelists', u'Category:American male short story writers', u'Category:Articles lacking ISBNs']"
Joel Hopkins,"[u'Category:1970 births', u'Category:Articles with hCards', u'Category:English film directors', u'Category:English male writers', u'Category:English screenwriters', u'Category:Living people', u'Category:Male screenwriters', u'Category:Tisch School of the Arts alumni', u'Category:Use British English from January 2015', u'Category:Use dmy dates from January 2015']"
Tim Hodge,"[u'Category:1963 births', u'Category:All BLP articles lacking sources', u'Category:All stub articles', u'Category:American animators', u'Category:American film directors', u'Category:American film editors', u'Category:American film producers', u'Category:American male comedians', u'Category:American male composers', u'Category:American male screenwriters']"
Joe Conway,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Adam Herz,"[u'Category:1972 births', u'Category:All stub articles', u'Category:American film biography stubs', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Living people', u'Category:People from Manhattan', u'Category:University of Michigan alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Robert Gould Shaw,"[u'Category:1837 births', u'Category:1863 deaths', u'Category:All articles needing additional references', u'Category:All articles with unsourced statements', u'Category:American Unitarians', u'Category:Articles needing additional references from November 2015', u'Category:Articles with unsourced statements from December 2009', u'Category:Articles with unsourced statements from December 2016', u'Category:Articles with unsourced statements from July 2014', u'Category:Articles with unsourced statements from October 2011']"
David Himmelstein,
John Grogan,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Jon Krakauer,"[u'Category:1954 births', u'Category:20th-century American writers', u'Category:21st-century American writers', u'Category:All articles containing potentially dated statements', u'Category:American journalists of Jewish descent', u'Category:American male journalists', u'Category:American male writers', u'Category:American mountain climbers', u'Category:American non-fiction outdoors writers', u'Category:American summiters of Mount Everest']"
P.F. Kluge,"[u'Category:1942 births', u'Category:20th-century American novelists', u'Category:21st-century American novelists', u'Category:All stub articles', u'Category:American male novelists', u'Category:American novelist, 1940s birth stubs', u'Category:Kenyon College alumni', u'Category:Kenyon College faculty', u'Category:Living people', u'Category:Peace Corps volunteers']"
Jordan Belfort,"[u'Category:1962 births', u'Category:20th-century American criminals', u'Category:21st-century American writers', u'Category:American Jews', u'Category:American University alumni', u'Category:American fraudsters', u'Category:American memoirists', u'Category:American money launderers', u'Category:American motivational speakers', u'Category:American people convicted of fraud']"
Dean Lorey,"[u'Category:1967 births', u'Category:21st-century American novelists', u'Category:American male film actors', u'Category:American male novelists', u'Category:American male screenwriters', u'Category:American television directors', u'Category:American television producers', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Living people']"
Liz Tuccillo,"[u'Category:All articles with unsourced statements', u'Category:All stub articles', u'Category:American non-fiction writer stubs', u'Category:American women novelists', u'Category:American women screenwriters', u'Category:Articles with unsourced statements from February 2009', u'Category:CS1 German-language sources (de)', u'Category:Living people', u'Category:Place of birth missing (living people)', u'Category:Use mdy dates from January 2015']"
Gary Whitta,"[u'Category:1972 births', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American columnists', u'Category:American comics writers', u'Category:American critics', u'Category:American magazine editors', u'Category:American male screenwriters', u'Category:American video game designers', u'Category:Articles with dead external links from January 2017']"
Melvin Van Peebles,"[u'Category:1932 births', u'Category:20th-century American dramatists and playwrights', u'Category:20th-century American novelists', u'Category:African-American dramatists and playwrights', u'Category:African-American film directors', u'Category:African-American male actors', u'Category:African-American novelists', u'Category:All articles lacking reliable references', u'Category:American derivatives traders', u'Category:American expatriates in Mexico']"
Gary Trousdale,"[u'Category:1960 births', u'Category:American animators', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American storyboard artists', u'Category:Animated film directors', u'Category:Articles with hCards', u'Category:California Institute of the Arts alumni', u'Category:Disney people', u'Category:DreamWorks Animation people']"
Richard D'Ovidio,
David Lynch,"[u'Category:1946 births', u'Category:AFI Conservatory alumni', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American animators', u'Category:American comic strip cartoonists', u'Category:American experimental filmmakers', u'Category:American experimental musicians', u'Category:American film directors', u'Category:American furniture designers']"
Rowland Brown,"[u'Category:1900 births', u'Category:1963 deaths', u'Category:All articles that may contain original research', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles that may contain original research from January 2013', u'Category:CS1 errors: external links', u'Category:Pages using citations with accessdate and no URL', u'Category:People from Akron, Ohio', u'Category:Wikipedia articles needing clarification from February 2015']"
Barbara Curry,
Steve Hayes,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
J.R.R. Tolkien,"[u'Category:1892 births', u'Category:1973 deaths', u'Category:20th-century English novelists', u'Category:20th-century translators', u'Category:AC with 16 elements', u'Category:Academics of the University of Leeds', u'Category:All Wikipedia articles written in British (Oxford) English', u'Category:Alumni of Exeter College, Oxford', u'Category:Anglo-Saxon studies scholars', u'Category:Arthurian scholars']"
Stephan Talty,
Thomas Moore,"[u'Category:1779 births', u'Category:1852 deaths', u'Category:19th-century Irish novelists', u'Category:19th-century Irish poets', u'Category:19th-century Irish writers', u'Category:All articles with specifically marked weasel-worded phrases', u'Category:Articles incorporating a citation from the 1913 Catholic Encyclopedia with Wikisource reference', u'Category:Articles with Internet Archive links', u'Category:Articles with LibriVox links', u'Category:Articles with Project Gutenberg links']"
James Cappe,
David Chisholm,"[u'Category:All stub articles', u'Category:Living people', u'Category:Pages using ISBN magic links', u'Category:Scotland international rugby union players', u'Category:Scottish rugby union biography stubs', u'Category:Scottish rugby union players', u'Category:Use dmy dates from November 2012']"
