10,Fracture,2007,14.87,85.13,False,tt0488120,https://images-na.ssl-images-amazon.com/images/M/MV5BMzIzNjQyMzkwM15BMl5BanBnXkFtZTcwOTg5ODQ0MQ@@._V1_SX300.jpg
11,Foxcatcher,2014,0.0,100.0,False,tt1100089,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MjQxNjYxOV5BMl5BanBnXkFtZTgwMzIwODUxMzE@._V1_SX300.jpg
12,Jumpin' Jack Flash,1986,81.54,18.46,True,tt0091306,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMTUxMzg2Ml5BMl5BanBnXkFtZTcwMjUyOTUyMQ@@._V1_SX300.jpg
13,Four Rooms,1995,38.54,61.46,True,tt0113101,https://images-na.ssl-images-amazon.com/images/M/MV5BNDc3Y2YwMjUtYzlkMi00MTljLTg1ZGMtYzUwODljZTI1OTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
14,50/50,2011,28.23,71.77,False,tt1306980,https://images-na.ssl-images-amazon.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg
15,Thir13en Ghosts,2001,28.97,71.03,False,tt0245674,https://images-na.ssl-images-amazon.com/images/M/MV5BOTlmNzY5YzgtOTBhYS00NDBlLWJhMTYtMzZmNjI4ODVkYmM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
16,Body of Lies,2008,6.2,93.8,,tt0758774,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzOTY3MTM0OV5BMl5BanBnXkFtZTcwNjc5MTI5MQ@@._V1_SX300.jpg
17,1492: Conquest of Paradise,1992,5.98,94.02,,tt0103594,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNzQ3MzQ4NF5BMl5BanBnXkFtZTcwMDgzMTQyMQ@@._V1_SX300.jpg
18,Mr. Smith Goes to Washington,1939,6.17,93.83,False,tt0031679,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMjRiMGUtN2Q1Zi00ODg5LThhMTItMTJmNTRmYWFhNGRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
19,Taken 2,2012,31.58,68.42,False,tt1397280,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_SX300.jpg
20,"Monsters,Inc.",2001,3.77,96.23,,tt0198781,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_SX300.jpg
21,The Family Man,2000,28.62,71.38,,tt0218967,https://images-na.ssl-images-amazon.com/images/M/MV5BYzYzMTQ4NDYtNWRkZi00NTYxLThlZDItMzI1MmU1MmU5ZWQ3XkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_SX300.jpg
22,Lawless,2012,9.96,90.04,False,tt1212450,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNjUyNjUwN15BMl5BanBnXkFtZTcwMDgwOTIyOA@@._V1_SX300.jpg
23,Fantastic Mr. Fox,2009,6.49,93.51,False,tt0432283,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwODE2NTI3Nl5BMl5BanBnXkFtZTcwMjUwOTY5Mg@@._V1_SX300.jpg
24,Fargo,1996,27.39,72.61,True,tt0116282,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_SX300.jpg
25,Fantastic Four,2005,20.35,79.65,False,tt0120667,https://images-na.ssl-images-amazon.com/images/M/MV5BNWU1ZjFjMTctYjA5ZC00YTBkLTkzZjUtZWEyMjgxY2MxYWM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
26,The Grapes of Wrath,1940,22.86,77.14,True,tt0032551,https://images-na.ssl-images-amazon.com/images/M/MV5BOWZkYTdkYTktNWIxYi00MjU2LTgzMzQtY2M2MzE1MjE4ZmU5XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
27,Grand Theft Parsons,2003,20.59,79.41,,tt0338075,https://images-na.ssl-images-amazon.com/images/M/MV5BOTYyNDEyNDA1OF5BMl5BanBnXkFtZTcwMjM4MjYyMQ@@._V1_SX300.jpg
28,Gravity,2013,45.51,54.49,False,tt1454468,https://images-na.ssl-images-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX300.jpg
29,Beauty and the Beast,1991,28.23,71.77,True,tt0101414,https://images-na.ssl-images-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
30,Let Me In,2010,27.41,72.59,False,tt1228987,https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ4MjQ4OTMwMF5BMl5BanBnXkFtZTcwOTYzNDc4Mw@@._V1_SX300.jpg
31,Two Night Stand,2014,54.34,45.66,True,tt2140619,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNDg0NDMwOF5BMl5BanBnXkFtZTgwOTc3MjA0MjE@._V1_SX300.jpg
32,Conan the Barbarian,2011,23.42,76.58,True,tt0816462,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NDUyODk5NF5BMl5BanBnXkFtZTcwODk0MjIwNg@@._V1_SX300.jpg
33,Possession,2002,67.17,32.83,,tt0256276,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NTIzNTU2NF5BMl5BanBnXkFtZTYwNTgwMDg5._V1_SX300.jpg
34,The Poseidon Adventure,1972,19.63,80.37,False,tt0069113,https://images-na.ssl-images-amazon.com/images/M/MV5BYmM0ZDRkZGEtNTFmNS00MDg1LThkNWItZmU1NmM1OGM0NTU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
35,Color of Night,1994,24.09,75.91,True,tt0109456,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2ODc2ODQwNV5BMl5BanBnXkFtZTcwMDg1NjIyMQ@@._V1_SX300.jpg
36,The Prestige,2006,13.77,86.23,False,tt0482571,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_SX300.jpg
37,Colombiana,2011,18.49,81.51,False,tt1657507,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_SX300.jpg
38,Love & Other Drugs,2010,38.74,61.26,False,tt0758752,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxOTczODEyMF5BMl5BanBnXkFtZTcwMDc0NDY4Mw@@._V1_SX300.jpg
39,Monster House,2006,33.09,66.91,True,tt0385880,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNjE1NDg1N15BMl5BanBnXkFtZTcwOTg2NTMzMQ@@._V1_SX300.jpg
40,Running Scared,1986,6.35,93.65,,tt0091875,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMDYyNDYwNl5BMl5BanBnXkFtZTcwODM2OTY2NA@@._V1_SX300.jpg
41,End of Days,1999,42.26,57.74,,tt0146675,https://images-na.ssl-images-amazon.com/images/M/MV5BYWM3MTMwYTYtNTVmOC00NWU2LWJjNmMtY2YwMDM4NWM4NDhiXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg
42,Thelma & Louise,1991,68.62,31.38,True,tt0103074,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNDgzMDE2MF5BMl5BanBnXkFtZTcwNzY5NTk1NA@@._V1_SX300.jpg
43,The Terminator,1984,45.67,54.33,True,tt0088247,https://images-na.ssl-images-amazon.com/images/M/MV5BODE1MDczNTUxOV5BMl5BanBnXkFtZTcwMTA0NDQyNA@@._V1_SX300.jpg
44,Critters 2,1988,29.39,70.61,,tt0094919,https://images-na.ssl-images-amazon.com/images/M/MV5BZjMyYjg5OTItMDM2Yi00NDkwLTg3ZDMtZGY3OWM3Mzk1YzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
45,Terminator Salvation,2009,40.09,59.91,False,tt0438488,https://images-na.ssl-images-amazon.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SX300.jpg
46,Juno,2007,77.34,22.66,True,tt0467406,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMjgyMTcyNF5BMl5BanBnXkFtZTcwMDg1MTU1MQ@@._V1_SX300.jpg
47,Judge Dredd,1995,28.62,71.38,,tt0113492,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NTgzOTE3MF5BMl5BanBnXkFtZTYwNzEwNzg5._V1_SX300.jpg
48,JFK,1991,12.94,87.06,True,tt0102138,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4ODI3Njg5N15BMl5BanBnXkFtZTgwODgyMDUxMDE@._V1_SX300.jpg
49,Chasing Amy,1997,34.56,65.44,True,tt0118842,https://images-na.ssl-images-amazon.com/images/M/MV5BZDM3MTg2MGUtZDM0MC00NzMwLWE5NjItOWFjNjA2M2I4YzgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
50,Vantage Point,2008,33.34,66.66,True,tt0443274,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MjQ5OTY4M15BMl5BanBnXkFtZTcwNjk1MDU1MQ@@._V1_SX300.jpg
51,Chasing Sleep,2000,20.82,79.18,,tt0221069,https://images-na.ssl-images-amazon.com/images/M/MV5BODk0NzY0NDg3NF5BMl5BanBnXkFtZTcwOTg5NzcxMQ@@._V1_SX300.jpg
52,Resident Evil,2002,38.97,61.03,True,tt0120804,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NzQ3OTI1NF5BMl5BanBnXkFtZTYwMDgyNTk5._V1_SX300.jpg
53,The Village,2004,60.53,39.47,True,tt0368447,https://images-na.ssl-images-amazon.com/images/M/MV5BZDZhZDIwOTYtMjhkZi00MjRjLWE4NjQtNjI5NDEyODI1OGFhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
54,Reservoir Dogs,1992,0.0,100.0,False,tt0105236,https://images-na.ssl-images-amazon.com/images/M/MV5BNjE5ZDJiZTQtOGE2YS00ZTc5LTk0OGUtOTg2NjdjZmVlYzE2XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
55,The Rescuers Down Under,1990,9.15,90.85,,tt0100477,https://images-na.ssl-images-amazon.com/images/M/MV5BNjY1OWZkMjQtMDY0YS00ZGRiLTg1YjktMzlmZWQyZWMzZGI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
56,Vicky Cristina Barcelona,2008,47.96,52.04,True,tt0497465,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NDQ4MTg2MV5BMl5BanBnXkFtZTcwNDUzNjU3MQ@@._V1_SX300.jpg
57,Chinatown,1974,17.04,82.96,False,tt0071315,https://images-na.ssl-images-amazon.com/images/M/MV5BMTZiZTA5MWItNTgyMy00ZGZkLThjNGQtOWI0MTU5ZDI4NmJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
58,American Hustle,2013,25.09,74.91,True,tt1800241,https://images-na.ssl-images-amazon.com/images/M/MV5BNjkxMTc0MDc4N15BMl5BanBnXkFtZTgwODUyNTI1MDE@._V1_SX300.jpg
59,Revolutionary Road,2008,45.58,54.42,True,tt0959337,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNDgzMjczOV5BMl5BanBnXkFtZTcwOTU3MzMwMg@@._V1_SX300.jpg
60,Elizabethtown,2005,37.85,62.15,,tt0368709,https://images-na.ssl-images-amazon.com/images/M/MV5BYmJkOTU0ZjEtYmRkNi00ODcwLTgwMDUtNjVjMTFjZGU2OWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
61,Ed Wood,1994,13.27,86.73,True,tt0109707,https://images-na.ssl-images-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
62,Master and Commander: The Far Side of the World,2003,0.0,100.0,False,tt0311113,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NjYyMDM5NV5BMl5BanBnXkFtZTYwOTU5MDY2._V1_SX300.jpg
63,The Master,2012,7.0,93.0,False,tt1560747,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NjQ5MzMwMF5BMl5BanBnXkFtZTcwMjczNTAzOA@@._V1_SX300.jpg
64,3 Women,1977,89.95,10.05,True,tt0075612,https://images-na.ssl-images-amazon.com/images/M/MV5BNWMwYjU4NTQtMjRhZC00MjNlLTlkZTctNDZjNDRlNzRkNDdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
65,Thor,2011,25.28,74.72,True,tt0800369,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMjA5NDMzNV5BMl5BanBnXkFtZTcwOTk2Mjk3NA@@._V1_SX300.jpg
66,Please Give,2010,82.94,17.06,True,tt0878835,https://images-na.ssl-images-amazon.com/images/M/MV5BNTczOTAxOTMyM15BMl5BanBnXkFtZTcwMTgyNTIyMw@@._V1_SX300.jpg
67,Next,2007,45.28,54.72,False,tt0435705,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MjgyNjE1Nl5BMl5BanBnXkFtZTcwNTY1NDU0MQ@@._V1_SX300.jpg
68,Nightcrawler,2014,19.43,80.57,True,tt2872718,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5NjkzMjE5MV5BMl5BanBnXkFtZTgwNTMzNTk4MjE@._V1_SX300.jpg
69,Single White Female,1992,75.65,24.35,True,tt0105414,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNTEzOTQxNl5BMl5BanBnXkFtZTcwODg2MzkxMQ@@._V1_SX300.jpg
70,Pawn Sacrifice,2014,10.06,89.94,False,tt1596345,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MDYxNTE0OV5BMl5BanBnXkFtZTgwODgyNjU3NTE@._V1_SX300.jpg
71,A Nightmare on Elm Street,1984,58.87,41.13,True,tt0087800,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NDI3NTEwMV5BMl5BanBnXkFtZTgwNjgwNDgwNzE@._V1_SX300.jpg
72,Basic,2003,14.3,85.7,True,tt0264395,https://images-na.ssl-images-amazon.com/images/M/MV5BOGFjMTZmMWYtOGRlNS00YWU5LWI4MjMtY2QzZDk4YzY4OWRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
73,The General's Daughter,1999,21.42,78.58,,tt0144214,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NTkyMzgxOV5BMl5BanBnXkFtZTYwMDc5NjI5._V1_SX300.jpg
74,The Mummy,1999,26.44,73.56,False,tt0120616,https://images-na.ssl-images-amazon.com/images/M/MV5BM2FmZTk5NDUtMzU0Yy00NzgzLWI0Y2MtMjExOWJmMmFlNzk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
75,eXistenZ,1999,39.72,60.28,False,tt0120907,https://images-na.ssl-images-amazon.com/images/M/MV5BMmU1MTJkYWItMzM5Ny00NDgxLTgxOGEtNTkzNDdkZjkwNGI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
76,Duel,1971,0.0,100.0,False,tt0067023,https://images-na.ssl-images-amazon.com/images/M/MV5BZjkwYjY3OTYtMjA1NC00OGY0LTgzNTItNjFmMmMwZGYwNjkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
77,Fun with Dick and Jane,2005,43.47,56.53,True,tt0369441,https://images-na.ssl-images-amazon.com/images/M/MV5BZDAyZGU4YWUtNjRhYy00MGE2LWE3YTktZDMwNjA3NGRkODQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
78,Snow Angels,2007,49.05,50.95,,tt0453548,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MDMwNjgzNF5BMl5BanBnXkFtZTcwNzE1OTc1MQ@@._V1_SX300.jpg
79,My Best Friend's Wedding,1997,66.41,33.59,False,tt0119738,https://images-na.ssl-images-amazon.com/images/M/MV5BYjY4ZTNlMmUtNTQwZS00Mzc0LTgyOTAtODQ0MjIyOTJlNjdkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
80,My Girl,1991,54.02,45.98,True,tt0102492,https://images-na.ssl-images-amazon.com/images/M/MV5BZDllNDgzZGEtYjlkMC00Njk1LWE5MTktYzBjOGI5OTFlZmYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
81,Hunchback of Notre Dame,1996,22.35,77.65,False,tt0116583,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMDg5NjkxNl5BMl5BanBnXkFtZTYwMTc1MTg4._V1_SX300.jpg
82,The Fast and the Furious,2001,11.43,88.57,False,tt0232500,https://images-na.ssl-images-amazon.com/images/M/MV5BNzlkNzVjMDMtOTdhZC00MGE1LTkxODctMzFmMjkwZmMxZjFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
83,The Blair Witch Project,1999,53.96,46.04,True,tt0185937,https://images-na.ssl-images-amazon.com/images/M/MV5BYWEyYWIwNDItYmZkNC00ODg5LWIxYjMtNDA3ZmI5NzgwOWZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
84,The Jungle Book,1967,2.31,97.69,False,tt0061852,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMTExODExNl5BMl5BanBnXkFtZTgwMjM2MDgyMTE@._V1_SX300.jpg
85,RocknRolla,2008,6.42,93.58,False,tt1032755,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NTk5Mzk2OV5BMl5BanBnXkFtZTcwMDE3NTE4MQ@@._V1_SX300.jpg
86,Rocky,1976,6.69,93.31,False,tt0075148,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX300.jpg
87,Ronin,1998,17.53,82.47,False,tt0122690,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMDcyMTYyNV5BMl5BanBnXkFtZTYwOTcyOTI3._V1_SX300.jpg
88,Romeo & Juliet,2013,34.46,65.54,,tt1645131,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3MjQwOTg4MTheQTJeQWpwZ15BbWU3MDM3NDE0OTk@._V1_SX300.jpg
89,The Rocky Horror Picture Show,1975,25.8,74.2,True,tt0073629,https://images-na.ssl-images-amazon.com/images/M/MV5BNDIzZmE1MzEtNTRjMS00NmViLWE2ZTEtYmE2MWE1Y2FjNmYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
90,Robin Hood: Prince of Thieves,1991,11.32,88.68,True,tt0102798,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTg5MjExN15BMl5BanBnXkFtZTgwMjg3OTgzMTE@._V1_SX300.jpg
91,The Rock,1996,4.06,95.94,False,tt0117500,https://images-na.ssl-images-amazon.com/images/M/MV5BZDJjOTE0N2EtMmRlZS00NzU0LWE0ZWQtM2Q3MWMxNjcwZjBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
92,Brokeback Mountain,2005,12.01,87.99,False,tt0388795,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_SX300.jpg
93,Before Sunrise,1995,52.14,47.86,False,tt0112471,https://images-na.ssl-images-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
94,Kicking and Screaming,1995,26.81,73.19,,tt0113537,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMjkwMzE4Nl5BMl5BanBnXkFtZTcwNzY0NzMzMQ@@._V1_SX300.jpg
95,Aladdin,1992,10.45,89.55,False,tt0103639,https://images-na.ssl-images-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
96,Alien,1979,33.29,66.71,True,tt0078748,https://images-na.ssl-images-amazon.com/images/M/MV5BNDNhN2IxZWItNGEwYS00ZDNhLThiM2UtODU3NWJlZjBkYjQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
97,Annie Hall,1977,31.53,68.47,True,tt0075686,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_SX300.jpg
98,South Park: Bigger Longer & Uncut,1999,35.98,64.02,True,tt0158983,https://images-na.ssl-images-amazon.com/images/M/MV5BOGE0ZWI0YzAtY2NkZi00YjkyLWIzYWEtNTJmMzJjODllNjdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
99,Dune,1984,20.84,79.16,True,tt0087182,https://images-na.ssl-images-amazon.com/images/M/MV5BNTkxMjkxNzg3Nl5BMl5BanBnXkFtZTgwNjUyMDI3NjE@._V1_SX300.jpg
100,Kingdom of Heaven,2005,11.7,88.3,False,tt0320661,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MTIwNjg0MV5BMl5BanBnXkFtZTcwNjAxODIzMw@@._V1_SX300.jpg
101,Calvary,2014,47.72,52.28,False,tt2234003,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MjQ1MjE2M15BMl5BanBnXkFtZTgwNTMzNjE4MTE@._V1_SX300.jpg
102,A Most Wanted Man,2014,32.76,67.24,False,tt1972571,https://images-na.ssl-images-amazon.com/images/M/MV5BODY2MTA0MjYzMl5BMl5BanBnXkFtZTgwOTE3NzE4MTE@._V1_SX300.jpg
103,Star Wars: Episode I - The Phantom Menace,1999,16.65,83.35,True,tt0120915,https://images-na.ssl-images-amazon.com/images/M/MV5BM2FmZGIwMzAtZTBkMS00M2JiLTk2MDctM2FlNTQ2OWYwZDZkXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg
104,Christmas Vacation,1989,20.23,79.77,,tt0097958,https://images-na.ssl-images-amazon.com/images/M/MV5BMGZkMWQ2MzMtYTkxYS00OThmLWI0ZTQtNmY0ZTkyY2E4MjliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
105,Dope,2015,16.44,83.56,False,tt3850214,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3MjYyNTk0Nl5BMl5BanBnXkFtZTgwODc1NzQ1NTE@._V1_SX300.jpg
106,Serpico,1973,10.4,89.6,False,tt0070666,https://images-na.ssl-images-amazon.com/images/M/MV5BYTU4ZTI0NzAtYzMwNi00YmMxLThmZWItNTY5NzgyMDAwYWVhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
107,The Girl with the Dragon Tattoo,2011,29.29,70.71,False,tt1568346,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SX300.jpg
108,Searching for Bobby Fischer,1993,14.35,85.65,False,tt0108065,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NzY3ODg3N15BMl5BanBnXkFtZTcwNzU1NzcyMQ@@._V1_SX300.jpg
109,Peeping Tom,1960,47.96,52.04,False,tt0054167,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNzQyMzY0NF5BMl5BanBnXkFtZTgwOTgyMTkwMzE@._V1_SX300.jpg
110,A Civil Action,1998,5.3,94.7,,tt0120633,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNTgzNDY3N15BMl5BanBnXkFtZTYwODkzNDc5._V1_SX300.jpg
111,The Human Stain,2003,36.96,63.04,,tt0308383,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MjQyNTcxNV5BMl5BanBnXkFtZTcwMjcwNDAwMQ@@._V1_SX300.jpg
112,The Howling,1981,43.37,56.63,True,tt0082533,https://images-na.ssl-images-amazon.com/images/M/MV5BZTcwZmIyNjAtMWM4Yy00YzE1LTk5YzQtNjVlY2IxNzMwNzc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
113,Red Rock West,1993,26.62,73.38,,tt0105226,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0Mjg4OTc3OF5BMl5BanBnXkFtZTYwNzgzOTg5._V1_SX300.jpg
114,Collateral,2004,14.2,85.8,False,tt0369339,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_SX300.jpg
